trans_period,DevelopmentRegion,RegionalDistrict,Municipality,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,no_foreign,sum_FMV_foreign,mn_FMV_foreign,md_FMV_foreign,add_tax_paid
2017-01-01,Kootenay,CENTRAL KOOTENAY,VILLAGE OF SLOCAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-01-01,Kootenay,EAST KOOTENAY,CITY OF CRANBROOK,20,17,0,0,0,0,15,1,0,1,3,3,0,0,0,0,0,8729400,436470,341785.715,141694.43,4250,0,NA,NA,NA,NA
2017-01-01,Kootenay,EAST KOOTENAY,CITY OF FERNIE,10,9,0,0,0,0,5,1,0,3,0,0,0,0,1,0,0,2654400,265440,262250,34858,3245,0,NA,NA,NA,NA
2017-01-01,Kootenay,EAST KOOTENAY,CITY OF KIMBERLEY,28,25,0,0,0,2,16,3,0,4,0,0,0,0,3,0,0,6570000,234642.8571,195750,88335,1970,0,NA,NA,NA,NA
2017-01-01,Kootenay,EAST KOOTENAY,CRANBROOK RURAL,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995000,497500,497500,NA,NA,0,NA,NA,NA,NA
2017-01-01,Kootenay,EAST KOOTENAY,DISTRICT OF ELKFORD,4,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,361500,90375,42500,NA,NA,0,NA,NA,NA,NA
2017-01-01,Kootenay,EAST KOOTENAY,DISTRICT OF INVERMERE,8,8,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,2354300,294287.5,361000,32512,5220,0,NA,NA,NA,NA
2017-01-01,Kootenay,EAST KOOTENAY,DISTRICT OF SPARWOOD,6,5,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,1300292,216715.3333,175000,10600,1375,0,NA,NA,NA,NA
2017-01-01,Kootenay,EAST KOOTENAY,FERNIE RURAL,10,9,2,0,1,0,3,3,0,0,0,0,0,0,1,0,0,2865500,286550,301250,41180,4025,NA,NA,NA,NA,NA
2017-01-01,Kootenay,EAST KOOTENAY,INVERMERE RURAL,21,13,2,0,0,0,6,5,0,0,1,0,0,1,7,0,0,3547589.03,168932.811,88300,48727.89,883,NA,NA,NA,NA,NA
2017-01-01,Kootenay,EAST KOOTENAY,VILLAGE OF CANAL FLATS,6,5,0,0,0,0,4,1,0,0,1,1,0,0,0,0,0,1033647.62,172274.6033,42400,15786.48,424,0,NA,NA,NA,NA
2017-01-01,Kootenay,EAST KOOTENAY,VILLAGE OF RADIUM HOT SPRINGS,3,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,463930.27,154643.4233,200000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Kootenay,KOOTENAY BOUNDARY,CITY OF GRAND FORKS,8,8,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,1157050,144631.25,125000,13320.5,1250,0,NA,NA,NA,NA
2017-01-01,Kootenay,KOOTENAY BOUNDARY,CITY OF GREENWOOD,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,303200,101066.6667,95000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Kootenay,KOOTENAY BOUNDARY,CITY OF ROSSLAND,7,7,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,2868100,409728.5714,335000,45321,4700,0,NA,NA,NA,NA
2017-01-01,Kootenay,KOOTENAY BOUNDARY,CITY OF TRAIL,12,12,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,2268000,189000,185750,26355,1857.5,0,NA,NA,NA,NA
2017-01-01,Kootenay,KOOTENAY BOUNDARY,GRAND FORKS RURAL,31,19,4,0,0,0,8,5,2,0,1,0,0,1,3,8,0,6899094,222551.4194,160000,94612.44,1600,NA,NA,NA,NA,NA
2017-01-01,Kootenay,KOOTENAY BOUNDARY,TRAIL RURAL,12,12,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,2250760.24,187563.3533,158730.12,27986.6,1587.3,0,NA,NA,NA,NA
2017-01-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF FRUITVALE,5,5,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1468000,293600,310000,19360,4200,0,NA,NA,NA,NA
2017-01-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF MIDWAY,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,265975,88658.33333,51300,NA,NA,0,NA,NA,NA,NA
2017-01-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF MONTROSE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,320000,320000,320000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF WARFIELD,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,219500,219500,219500,NA,NA,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,FRASER VALLEY,CHILLIWACK RURAL,19,19,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,7677410.39,404074.2311,419000,77475,4000,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,FRASER VALLEY,CITY OF ABBOTSFORD,235,230,4,2,7,2,86,79,6,44,4,2,2,0,0,0,1,134835341.9,573767.4125,415000,2313761.89,6000,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF CHILLIWACK,243,237,2,1,4,2,89,59,3,77,5,3,1,1,0,1,0,99260043.26,408477.5443,344900,1400456.88,3700,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF HOPE,10,9,0,1,0,0,6,2,0,0,1,1,0,0,0,0,0,3442200,344220,308000,50532,4160,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF KENT,13,12,0,0,2,0,4,5,0,1,0,0,0,0,1,0,0,5422089.13,417083.7792,349900,79943,4984,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF MISSION,75,74,3,3,0,0,44,6,0,18,1,1,0,0,0,0,0,39657194.23,528762.5897,470000,620813.46,7054,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,FRASER VALLEY,VILLAGE OF HARRISON HOT SPRINGS,9,9,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,4244322.05,471591.3389,463000,55480,7260,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,CITY OF BURNABY,221,217,0,1,0,2,43,145,1,25,4,3,1,0,0,0,0,184423210.8,834494.1666,548000,4532690.22,9500,20,12112900,605645,500150,1186992
2017-01-01,Mainland/Southwest,METRO VANCOUVER,CITY OF COQUITLAM,178,171,0,0,0,0,65,82,1,23,7,4,3,0,0,0,0,157371725,884110.8145,564950,3507089.76,10210,8,4523700,565462.5,502450,607289.85
2017-01-01,Mainland/Southwest,METRO VANCOUVER,CITY OF LANGLEY,54,52,0,0,0,0,7,29,0,16,2,0,1,1,0,0,0,25972979,480981.0926,301500,409391.5,3965,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,CITY OF NEW WESTMINSTER,96,88,0,0,0,0,10,66,0,12,8,0,8,0,0,0,0,46440591,483756.1563,396000,737717.82,5920,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,CITY OF NORTH VANCOUVER,88,82,0,0,0,1,11,53,0,17,6,3,1,2,0,0,0,92486462,1050982.523,719000,1937164.06,12380,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,CITY OF PORT COQUITLAM,122,118,1,1,0,0,24,71,1,20,4,2,2,0,0,0,0,101872828.8,835023.1868,472441.145,2097325.98,5721,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,CITY OF PORT MOODY,48,47,0,0,0,0,6,29,0,12,1,0,0,1,0,0,0,30439746.46,634161.3846,553500,513444.93,9070,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,CITY OF RICHMOND,332,305,1,0,0,7,61,181,4,51,26,4,15,7,0,0,1,315263509.3,949588.8835,590000,9456086.54,10450,32,33017440.38,1031795.012,718500,3394520.38
2017-01-01,Mainland/Southwest,METRO VANCOUVER,CITY OF SURREY,844,825,18,0,1,4,230,335,14,223,14,5,2,7,0,3,2,549461107.5,651020.2695,437397.855,10326921.84,6034,23,13101400,569626.087,361900,1199728.35
2017-01-01,Mainland/Southwest,METRO VANCOUVER,CITY OF VANCOUVER,868,830,0,0,0,18,133,408,5,266,38,26,6,6,0,0,0,1157559506,1333593.901,738000,31174185.65,13179,41,55679800,1358043.902,788000,6491629.64
2017-01-01,Mainland/Southwest,METRO VANCOUVER,CITY OF WHITE ROCK,26,25,0,0,0,0,4,15,0,6,1,1,0,0,0,0,0,27987200,1076430.769,591500,579342.66,9830,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF BOWEN ISLAND,7,7,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,6130000,875714.2857,650000,114600,11000,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,98,89,0,0,1,0,31,21,1,35,9,1,3,5,0,0,0,113138919.9,1154478.774,820350,2592954.17,14423.5,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF MAPLE RIDGE,138,133,8,1,1,0,62,45,2,14,5,2,1,2,0,0,0,85624286.2,620465.842,568750,1420223.68,8750,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF NORTH VANCOUVER,93,89,0,1,0,1,47,28,1,11,3,1,1,1,0,0,1,209954723.8,2257577.675,1320000,5164193.43,24500,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF PITT MEADOWS,22,22,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,11190600,508663.6364,424950,179812,6499,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF WEST VANCOUVER,55,55,0,0,0,1,21,7,0,26,0,0,0,0,0,0,0,174041252.4,3164386.407,2100000,6836849.57,41000,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,LOWER MAINLAND RURAL,40,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,34926379.5,873159.4875,779000,1241906.59,14930,7,5463000,780428.5714,760000,719049
2017-01-01,Mainland/Southwest,METRO VANCOUVER,MAPLE RIDGE RURAL,7,5,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,2359000,337000,255000,35660,3100,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,MUSQUEAM INDIAN BAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,TOWNSHIP OF LANGLEY,247,242,9,0,3,0,83,105,1,41,5,2,2,1,0,0,0,206837052.5,837396.9735,531500,4246483.15,7860,5,7949480,1589896,885000,652761.87
2017-01-01,Mainland/Southwest,METRO VANCOUVER,UNIVERSITY ENDOWMENT LANDS,5,5,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3252900,650580,639000,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,METRO VANCOUVER,VILLAGE OF LIONS BAY,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2130000,1065000,1065000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,SQUAMISH-LILLOOET,DISTRICT OF LILLOOET,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,292500,146250,146250,NA,NA,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,SQUAMISH-LILLOOET,DISTRICT OF SQUAMISH,124,120,0,1,0,2,19,36,1,61,4,3,0,1,0,0,0,67781341.21,546623.7194,379333.96,1036985.3,4149,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,SQUAMISH-LILLOOET,DISTRICT OF WHISTLER,106,58,0,0,0,1,6,29,10,12,1,0,1,0,46,0,1,42281668.64,398883.6664,134250,754534.67,1342.5,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,SQUAMISH-LILLOOET,LILLOOET RURAL,5,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1858000,371600,466400,NA,NA,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,SQUAMISH-LILLOOET,SQUAMISH RURAL,7,6,2,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3666000,523714.2857,390000,59320,5800,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,SQUAMISH-LILLOOET,VILLAGE OF PEMBERTON,8,8,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,3072533.34,384066.6675,385000,47085.33,5700,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,SUNSHINE COAST,DISTRICT OF SECHELT,32,30,2,1,0,0,20,1,1,5,0,0,0,0,2,0,0,17493346.99,546667.0934,425750,279823,6260,0,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,SUNSHINE COAST,DISTRICT OF SECHELT INDIAN GOV'T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,SUNSHINE COAST,SECHELT RURAL,33,29,13,0,0,0,16,0,0,0,0,0,0,0,2,0,2,16861706.68,510960.8085,261307.2,299396.84,3226.14,NA,NA,NA,NA,NA
2017-01-01,Mainland/Southwest,SUNSHINE COAST,TOWN OF GIBSONS,16,15,0,0,0,0,7,6,0,2,1,0,1,0,0,0,0,7281514.86,455094.6788,449877,102261.71,6541,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,BULKLEY-NECHAKO,DISTRICT OF FORT ST. JAMES,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,265001,132500.5,132500.5,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,BULKLEY-NECHAKO,DISTRICT OF HOUSTON,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67500,33750,33750,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,BULKLEY-NECHAKO,DISTRICT OF VANDERHOOF,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,270500,135250,135250,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,BULKLEY-NECHAKO,SMITHERS RURAL,10,7,5,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1378491.66,137849.166,64500,18434.92,645,NA,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,BULKLEY-NECHAKO,TOWN OF SMITHERS,5,3,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,1044356.75,208871.35,196426.75,12593.57,1964.27,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,BULKLEY-NECHAKO,VANDERHOOF RURAL,7,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,529619.05,75659.86429,75000,5296.19,750,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF BURNS LAKE,3,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,434000,144666.6667,83000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF FRASER LAKE,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,77000,38500,38500,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF GRANISLE,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,570000,285000,285000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF TELKWA,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25000,25000,25000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,KITIMAT-STIKINE,CITY OF TERRACE,13,12,0,0,0,0,11,0,0,1,1,0,0,1,0,0,0,3377419.05,259801.4654,260000,38603,2680,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,KITIMAT-STIKINE,DISTRICT OF KITIMAT,8,7,1,1,0,0,5,0,0,0,1,1,0,0,0,0,0,3994700,499337.5,339750,59702,4400,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,KITIMAT-STIKINE,DISTRICT OF NEW HAZELTON,3,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,92200,30733.33333,5700,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,KITIMAT-STIKINE,DISTRICT OF STEWART,7,4,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,239900,34271.42857,9600,2399,96,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,KITIMAT-STIKINE,TERRACE RURAL,4,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,795238,198809.5,214619,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,KITIMAT-STIKINE,VILLAGE OF HAZELTON,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55000,55000,55000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,NORTH COAST,CITY OF PRINCE RUPERT,13,13,0,0,0,0,8,2,1,2,0,0,0,0,0,0,0,1936200,148938.4615,135000,21982,1350,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,NORTH COAST,DISTRICT OF PORT EDWARD,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86000,86000,86000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,NORTH COAST,PRINCE RUPERT RURAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,NORTH COAST,QUEEN CHARLOTTE RURAL,4,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,462050,115512.5,143025,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,NORTH COAST,VILLAGE OF MASSET,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,124500,62250,62250,NA,NA,0,NA,NA,NA,NA
2017-01-01,Nechako & North Coast,NORTH COAST,VILLAGE OF PORT CLEMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-01-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,CITY OF DAWSON CREEK,11,9,0,0,0,0,7,0,0,2,1,1,0,0,0,0,1,4905071.43,445915.5845,282500,74030,3480,0,NA,NA,NA,NA
2017-01-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,CITY OF FORT ST. JOHN,36,36,0,0,0,0,10,2,0,24,0,0,0,0,0,0,0,11326840.27,314634.4519,294850,121524.72,3698,0,NA,NA,NA,NA
2017-01-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DAWSON CREEK RURAL,7,3,3,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1224106,174872.2857,150000,15616.06,1500,NA,NA,NA,NA,NA
2017-01-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF CHETWYND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-01-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF HUDSON'S HOPE,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,288900,96300,120600,NA,NA,0,NA,NA,NA,NA
2017-01-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF NORTHERN ROCKIES REGIONAL MUNICIPALITY,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,289000,144500,144500,NA,NA,0,NA,NA,NA,NA
2017-01-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF TAYLOR,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,685500,342750,342750,NA,NA,0,NA,NA,NA,NA
2017-01-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF TUMBLER RIDGE,8,8,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,531500,66437.5,66000,5315,660,0,NA,NA,NA,NA
2017-01-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,FORT ST. JOHN RURAL,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2475742.5,275082.5,205000,35843.43,2100,0,NA,NA,NA,NA
2017-01-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,VILLAGE OF POUCE COUPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,CENTRAL OKANAGAN,CENTRAL OKANAGAN RURAL,15,15,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,4209809.52,280653.968,117000,64086.19,1170,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,CENTRAL OKANAGAN,CITY OF KELOWNA,330,316,1,2,1,0,120,88,4,100,11,6,3,2,1,2,0,183516389.7,556110.2719,400000,3125638.47,5660,NA,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,CENTRAL OKANAGAN,DISTRICT OF LAKE COUNTRY,34,31,1,0,2,0,19,2,0,7,3,0,0,3,0,0,0,19684611.5,578959.1618,503178,286804.13,3604,NA,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,CENTRAL OKANAGAN,DISTRICT OF PEACHLAND,12,12,0,0,0,0,8,1,0,3,0,0,0,0,0,0,0,6012600,501050,490000,96452,7800,NA,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,CENTRAL OKANAGAN,DISTRICT OF WEST KELOWNA,46,46,2,0,0,1,33,4,0,6,0,0,0,0,0,0,0,32505965.16,706651.4165,517500,560569.3,8350,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,CENTRAL OKANAGAN,WESTBANK FIRST NATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,COLUMBIA SHUSWAP,CITY OF REVELSTOKE,19,16,0,0,0,0,10,1,0,5,3,3,0,0,0,0,0,4746803.23,249831.7489,260100,62266.06,3202,NA,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,COLUMBIA SHUSWAP,DISTRICT OF SALMON ARM,31,29,5,0,0,0,15,5,0,4,2,1,0,1,0,0,0,11409684.37,368054.3345,365000,152758,4550,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,COLUMBIA SHUSWAP,DISTRICT OF SICAMOUS,28,28,0,0,0,0,23,3,0,2,0,0,0,0,0,0,0,4207200,150257.1429,102000,52102,1020,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,COLUMBIA SHUSWAP,GOLDEN RURAL,14,13,6,0,1,0,3,3,0,0,0,0,0,0,1,0,0,3749550,267825,207500,51765.5,2150,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,COLUMBIA SHUSWAP,REVELSTOKE RURAL,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,390000,390000,390000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,COLUMBIA SHUSWAP,SALMON ARM RURAL,37,34,10,1,2,0,19,2,0,0,0,0,0,0,1,1,1,9594625,259314.1892,235000,138504.25,2700,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,COLUMBIA SHUSWAP,TOWN OF GOLDEN,7,7,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,1793669.05,256238.4357,250000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,NORTH OKANAGAN,CITY OF ARMSTRONG,10,10,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,2232500,223250,215250,28594,2552.5,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,NORTH OKANAGAN,CITY OF ENDERBY,11,9,0,1,0,0,5,0,0,3,2,2,0,0,0,0,0,2746797.62,249708.8745,245000,35845.48,2900,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,NORTH OKANAGAN,CITY OF VERNON,87,81,2,1,0,2,47,18,1,10,6,1,1,4,0,0,0,43285697.57,497536.7537,340000,706246.86,4675,NA,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,NORTH OKANAGAN,DISTRICT OF COLDSTREAM,10,9,0,0,0,0,7,1,0,1,1,0,0,1,0,0,0,5273314.17,527331.417,585950,86537.14,9719,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,NORTH OKANAGAN,DISTRICT OF SPALLUMCHEEN,4,3,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,4014772.6,1003693.15,765000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,NORTH OKANAGAN,VERNON RURAL,14,12,2,0,0,0,6,1,0,3,1,1,0,0,1,0,0,6001500,428678.5714,297500,96220,3950,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,NORTH OKANAGAN,VILLAGE OF LUMBY,5,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1523000,304600,355000,NA,NA,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,CITY OF PENTICTON,82,77,0,0,0,1,26,34,0,16,5,5,0,0,0,0,0,36248172.91,442050.8891,334064.92,571818.24,3000,NA,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,DISTRICT OF SUMMERLAND,17,16,0,0,0,1,11,3,0,1,1,0,0,1,0,0,0,8373500,492558.8235,405000,129310,5000,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,OLIVER RURAL,13,7,3,0,0,0,4,0,0,0,0,0,0,0,1,5,0,9764400,751107.6923,590000,174538,9800,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,PENTICTON RURAL,26,21,3,0,1,0,12,5,0,0,0,0,0,0,2,3,0,7678922.16,295343.16,171750,117109.22,1717.5,NA,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,PRINCETON RURAL,6,6,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2195300,365883.3333,307500,NA,NA,0,NA,NA,NA,NA
2017-01-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,TOWN OF OLIVER,7,7,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,1537957.36,219708.1943,230000,15685,1980,0,NA,NA,NA,NA
